numAGVs	makespan
10	627300
10	501500
10	510500
10	396200
10	375300
10	631500
10	463100
10	373000
10	525000
10	529900
20	444800
20	613300
20	533300
20	586000
20	570400
20	546600
20	588100
20	551800
20	581200
20	394000
30	717900
30	562600
30	537900
30	755800
30	512800
30	680500
30	648400
30	439800
30	611700
30	562100
40	372200
40	478000
40	449200
40	645500
40	406300
40	566500
40	579700
40	543800
40	553500
40	540600
50	696700
50	638400
50	692100
50	527200
50	512000
50	746300
50	638600
50	478800
50	584100
50	685200
60	549200
60	562700
60	583300
60	743600
60	599400
60	790200
60	776100
60	479700
60	438800
60	515200
70	603400
70	581700
70	688400
70	533300
70	709100
70	506400
70	586900
70	652500
70	520200
70	679300
80	660700
80	654500
80	631300
80	681500
80	465200
80	611000
80	539700
80	655000
80	797000
80	560500
90	781500
90	622100
90	571000
90	727500
90	567600
90	620400
90	816600
90	503500
90	616100
90	628600
100	641500
100	673100
100	809500
100	566900
100	604100
100	631700
100	799800
100	924900
100	707400
100	812000
