numAGVs	makespan
60	184200
60	204200
60	178200
60	188000
60	184000
60	188800
60	224500
60	182600
60	206700
60	208300
60	184500
60	182400
60	190900
60	174300
60	186700
60	188100
60	190500
60	185900
60	188100
60	194700
60	194200
60	188800
60	184800
60	196300
60	178200
60	188500
60	198700
60	190100
60	180500
60	208000
60	184400
60	198100
60	198200
60	190100
60	185000
60	198500
60	182300
60	182300
60	196400
60	194600
60	172500
60	188100
60	206300
60	186100
60	194400
60	194900
60	198200
60	196800
60	186700
60	189900
60	188300
